Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/matt_proteomics/250711_MM_11262_8_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_2_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_7_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_6_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_4_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_5_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_3_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_1_uncalibrated.mzML
Q9H4A5	Q9H4A5		GOLPH3L		3.67207e+06	4.18709e+06	5.72905e+06	7.77563e+06	3.56247e+06	6.19709e+06	5.10996e+06	5.04934e+06
Q9H4A6	Q9H4A6		GOLPH3		1.31447e+07	1.71023e+07	1.54559e+07	1.83962e+07	1.7645e+07	1.96552e+07	1.75947e+07	1.98204e+07
Q9H4B0	Q9H4B0		OSGEPL1		2.82687e+07	2.68149e+07	2.15809e+07	1.10962e+07	4.37534e+07	1.64562e+07	3.63824e+07	2.94827e+07
Q9H4B6	Q9H4B6		SAV1		2.88718e+06	3.80521e+06	3.82373e+06	3.92333e+06	2.6696e+06	2.0931e+06	2.38062e+06	1.80679e+06
Q9H4E5	Q9H4E5		RHOJ		1.7832e+06	1.57386e+06	1.38645e+06	1.23852e+06	1.01486e+06	1.80849e+06	1.34372e+06	1.84621e+06
Q9H4F1	Q9H4F1		ST6GALNAC4		1.16352e+06	1.60994e+06	1.62558e+06	1.66752e+06	1.73708e+06	2.63588e+06	1.29269e+06	2.07318e+06
Q9H4F8	Q9H4F8		SMOC1		2.60682e+06	2.34218e+06	2.46949e+06	1.93728e+06	3.76495e+06	1.44051e+06	3.18861e+06	1.15346e+06
Q9H4G0	Q9H4G0		EPB41L1		7.32686e+06	6.61328e+06	7.33955e+06	5.37709e+06	7.99391e+06	5.95288e+06	8.76577e+06	6.52114e+06
Q9H4G4	Q9H4G4		GLIPR2		1.86794e+07	1.12978e+07	1.43968e+07	1.18074e+07	1.21506e+07	1.55319e+07	1.33262e+07	1.43297e+07
Q9H4H8	Q9H4H8		FAM83D		2.10527e+06	2.42826e+06	2.10801e+06	2.6203e+06	2.22782e+06	3.19729e+06	2.16952e+06	2.75292e+06
Q9H4I3	Q9H4I3		TRABD		7.21645e+06	8.38354e+06	8.00826e+06	7.48334e+06	1.18169e+07	1.19591e+07	7.87282e+06	1.01165e+07
Q9H4I9	Q9H4I9		SMDT1		2.19627e+07	2.52761e+07	1.76835e+07	1.58112e+07	2.28442e+07	2.41552e+07	2.19471e+07	2.81424e+07
Q9H4K7	Q9H4K7		MTG2		3.33614e+07	3.6181e+07	2.96979e+07	1.81273e+07	5.30251e+07	2.91965e+07	5.33633e+07	5.25997e+07
Q9H4L4	Q9H4L4		SENP3		2.51132e+06	5.37793e+06	3.47054e+06	6.44543e+06	3.33985e+06	2.67759e+06	4.83185e+06	3.56626e+06
Q9H4L5	Q9H4L5		OSBPL3		3.20728e+07	2.74975e+07	3.29271e+07	3.14721e+07	2.07571e+07	2.01922e+07	2.3338e+07	2.00548e+07
Q9H4L7	Q9H4L7		SMARCAD1		1.45776e+07	3.15767e+07	2.29329e+07	3.69236e+07	1.5421e+07	2.62208e+07	1.91632e+07	2.03626e+07
Q9H4M3	Q9H4M3		FBXO44		81962.8	122778	131582	189513	130488	146598	137763	102466
Q9H4M9	Q9H4M9		EHD1		2.11804e+08	2.30972e+08	2.00104e+08	2.4568e+08	2.094e+08	2.53399e+08	1.59005e+08	2.40158e+08
Q9H4Z3	Q9H4Z3		PCIF1		3.32202e+06	6.47628e+06	3.8906e+06	5.59124e+06	3.81461e+06	4.01734e+06	4.52003e+06	4.61583e+06
Q9H501	Q9H501		ESF1		558683	865165	701515	891946	472445	534418	661682	369888
Q9H553	Q9H553		ALG2		1.42063e+07	1.79485e+07	1.57494e+07	1.59777e+07	1.79241e+07	2.21526e+07	1.82472e+07	2.18095e+07
Q9H583	Q9H583		HEATR1		6.05053e+06	1.09832e+07	1.02868e+07	1.49922e+07	9.01454e+06	8.08425e+06	1.10086e+07	6.69349e+06
Q9H5J4	Q9H5J4		ELOVL6		919455	798080	1.13454e+06	1.08158e+06	755044	1.72003e+06	1.01268e+06	1.64029e+06
Q9H5K3	Q9H5K3		POMK		6.67154e+06	7.75054e+06	8.02791e+06	8.92327e+06	9.18467e+06	1.3034e+07	8.28854e+06	1.23915e+07
Q9H5N1	Q9H5N1		RABEP2		1.94805e+06	2.54303e+06	2.02684e+06	1.41686e+06	2.04101e+06	1.89356e+06	2.31672e+06	2.3072e+06
Q9H5Q4	Q9H5Q4		TFB2M		2.17802e+07	1.71982e+07	2.17474e+07	1.16295e+07	2.87871e+07	3.10679e+07	2.45387e+07	3.50267e+07
Q9H5U6	Q9H5U6		ZCCHC4		680092	1.02667e+06	1.37733e+06	1.67837e+06	732225	1.71894e+06	1.39434e+06	1.3804e+06
Q9H5V8	Q9H5V8		CDCP1		1.01891e+08	6.14712e+07	8.7816e+07	6.9908e+07	9.03604e+07	7.98396e+07	7.45201e+07	6.36552e+07
Q9H5V9	Q9H5V9		STEEP1		817889	1.40473e+06	1.20757e+06	1.16244e+06	1.04914e+06	1.06237e+06	1.26192e+06	1.36979e+06
Q9H5X1	Q9H5X1		CIAO2A		2.90428e+06	2.6107e+06	3.17326e+06	2.97207e+06	2.12512e+06	3.08705e+06	3.15248e+06	2.75369e+06
Q9H649	Q9H649		NSUN3		4.28892e+06	3.18896e+06	3.30359e+06	1.8398e+06	6.04173e+06	3.65108e+06	4.51254e+06	4.44319e+06
Q9H694	Q9H694		BICC1		451083	1.12919e+06	541478	601551	571359	406715	693195	561321
Q9H6A9	Q9H6A9		PCNX3		2.35578e+07	2.3865e+07	2.11789e+07	1.90138e+07	2.36675e+07	2.70765e+07	2.37246e+07	2.95351e+07
Q9H6B4	Q9H6B4		CLMP		2.41671e+07	1.83744e+07	2.61211e+07	2.32489e+07	3.17953e+07	4.1697e+07	2.13343e+07	3.36058e+07
Q9H6D3	Q9H6D3		XKR8		3.41825e+06		2.97628e+06	2.98247e+06	2.20148e+06	4.86263e+06	2.30894e+06	3.51535e+06
Q9H6D7	Q9H6D7		HAUS4		1.90123e+06	2.72537e+06	2.16828e+06	2.51552e+06	2.67276e+06	1.92137e+06	2.40265e+06	2.09684e+06
Q9H6E4	Q9H6E4		CCDC134		6.18313e+07	4.84343e+07	5.66e+07	5.26866e+07	8.93139e+07	7.75825e+07	6.55442e+07	6.97262e+07
Q9H6E5	Q9H6E5		TUT1		970938	2.15442e+06	2.05031e+06	2.36074e+06	1.36067e+06	1.72864e+06	1.66575e+06	1.96292e+06
Q9H6F5	Q9H6F5		CCDC86		1.54463e+06	2.19663e+06	1.7702e+06	1.92101e+06	1.60183e+06	1.53578e+06	2.40509e+06	1.96606e+06
Q9H6H4	Q9H6H4		REEP4		5.37157e+06	5.01132e+06	5.81623e+06	5.80176e+06	5.57659e+06	8.31388e+06	6.74559e+06	9.1108e+06
Q9H6K1	Q9H6K1		ILRUN			4.6775e+06	3.67794e+06			3.138e+06	3.70013e+06	3.65425e+06
Q9H6K4	Q9H6K4		OPA3		1.77216e+07	2.17416e+07	1.78518e+07	2.02271e+07	2.37833e+07	1.8722e+07	2.07926e+07	2.42326e+07
Q9H6L2	Q9H6L2		TMEM231		2.52203e+06	2.90112e+06	1.89745e+06	2.50235e+06	4.33774e+06	2.93453e+06	2.60106e+06	3.25276e+06
Q9H6R3	Q9H6R3		ACSS3		3.26515e+07	2.44704e+07	2.28364e+07	1.22202e+07	3.15255e+07	1.2816e+07	2.92665e+07	1.93109e+07
Q9H6R4	Q9H6R4		NOL6		1.38442e+06	3.95094e+06	2.17274e+06	4.42379e+06	1.65753e+06	2.13252e+06	2.68806e+06	2.19215e+06
Q9H6R6	Q9H6R6		ZDHHC6		3.54179e+06	5.11264e+06	5.39053e+06	5.80835e+06	3.31391e+06	6.5334e+06	4.31582e+06	5.2618e+06
Q9H6R7	Q9H6R7		WDCP		276291	870197	760202	1.11115e+06	329142	507380	916260	439119
Q9H6S0	Q9H6S0		YTHDC2		5.36416e+06	8.45992e+06	7.81233e+06	9.28315e+06	6.62564e+06	5.19564e+06	8.07409e+06	5.15614e+06
Q9H6S3	Q9H6S3		EPS8L2		153510	1.36703e+06	156407	196210	84322.9	96602.9	105137	78636.1
Q9H6T3	Q9H6T3		RPAP3		5.09142e+06	8.03184e+06	6.07133e+06	6.66059e+06	6.38279e+06	4.35457e+06	7.14741e+06	5.27932e+06
Q9H6U6	Q9H6U6		BCAS3		687780	1.2235e+06	859781	967781	766882	711812	1.00792e+06	794218
Q9H6U8	Q9H6U8		ALG9		7.31479e+06	8.79986e+06	7.97565e+06	8.59262e+06	8.46515e+06	1.17351e+07	8.80514e+06	1.15594e+07
Q9H6V9	Q9H6V9		LDAH		1.88103e+07	2.09293e+07	2.55591e+07	2.91957e+07	2.24177e+07	3.64317e+07	2.56627e+07	2.91452e+07
Q9H6W3	Q9H6W3		RIOX1		630801	1.01305e+06	1.3122e+06	1.75029e+06	874114	762606	962040	681867
Q9H6X2	Q9H6X2		ANTXR1		4.23582e+07	4.03983e+07	3.85829e+07	2.67446e+07	3.56283e+07	5.83494e+07	3.19497e+07	4.84764e+07
Q9H6Y7	Q9H6Y7		RNF167		3.25824e+06	3.35238e+06	2.4962e+06	2.15194e+06	2.84081e+06	5.06499e+06	3.55657e+06	6.64992e+06
Q9H6Z4	Q9H6Z4		RANBP3		496744	2.14885e+06	1.1319e+06	2.20954e+06	612694	1.72773e+06	1.04876e+06	1.6915e+06
Q9H741	Q9H741		SPRING1		188543	248272	203884	200497	213147	283065	211605	191428
Q9H773	Q9H773		DCTPP1		6.82712e+06	7.51363e+06	7.60005e+06	6.01175e+06	8.42023e+06	7.86448e+06	1.03729e+07	7.49743e+06
Q9H788	Q9H788		SH2D4A		4.52845e+06	4.6746e+06	4.33352e+06	4.17932e+06	5.96647e+06	4.89162e+06	4.64116e+06	5.81307e+06
Q9H792	Q9H792		PEAK1		2.64754e+06	2.18277e+06	2.34422e+06	2.25546e+06	2.68626e+06	2.15703e+06	2.29275e+06	2.04739e+06
Q9H7B2	Q9H7B2		RPF2		1.82837e+06	5.15832e+06	2.94438e+06	5.14832e+06	2.24842e+06	2.23774e+06	3.1762e+06	1.97505e+06
Q9H7B4	Q9H7B4		SMYD3		3.34714e+06	4.19664e+06	4.84067e+06	4.845e+06	3.9392e+06	3.15797e+06	5.11814e+06	4.39407e+06
Q9H7D0	Q9H7D0		DOCK5		5.80614e+06	8.09939e+06	6.08979e+06	6.48398e+06	6.30781e+06	6.71092e+06	6.48883e+06	7.14396e+06
Q9H7D7	Q9H7D7		WDR26		1.23394e+06	1.76803e+06	1.58278e+06	1.84676e+06	1.1534e+06	1.22766e+06	1.34931e+06	872343
Q9H7E2	Q9H7E2		TDRD3		2.3811e+06	1.48482e+06	1.5668e+06	1.40044e+06	1.87863e+06	1.04634e+06	1.79988e+06	
Q9H7E9	Q9H7E9		C8orf33		4.8235e+06	5.08703e+06	5.58872e+06	4.61356e+06	5.75953e+06	4.22506e+06	5.52616e+06	5.1174e+06
Q9H7F0	Q9H7F0		ATP13A3		8.46703e+06	6.01927e+06	7.62249e+06	7.54449e+06	7.8231e+06	1.31897e+07	6.71841e+06	1.10178e+07
Q9H7F4	Q9H7F4		TMEM185B		5.13376e+06	3.40467e+06	5.35203e+06	4.77821e+06	3.83962e+06	6.68353e+06	3.90644e+06	4.38463e+06
Q9H7H0	Q9H7H0		METTL17		1.68351e+07	9.85062e+06	1.06318e+07	5.71058e+06	1.92708e+07	9.31876e+06	1.45928e+07	1.33399e+07
Q9H7L9	Q9H7L9		SUDS3		2.69636e+06	2.13803e+06	2.84359e+06	2.38619e+06	2.06464e+06	2.24178e+06	2.36963e+06	1.90073e+06
Q9H7P6	Q9H7P6		MVB12B		808911	595606	854626	614401	885327	1.01005e+06	679642	963151
Q9H7Z3	Q9H7Z3		NRDE2		1.71923e+06	2.64975e+06	2.07747e+06	2.61281e+06	1.79049e+06	2.14601e+06	1.88031e+06	2.36418e+06
Q9H7Z7	Q9H7Z7		PTGES2		6.18426e+07	5.6482e+07	5.55461e+07	5.04081e+07	7.92398e+07	6.27184e+07	7.15147e+07	7.69774e+07
Q9H813	Q9H813		PACC1		7.18562e+06	4.9731e+06	8.76664e+06	8.07762e+06	5.76008e+06	9.66049e+06	6.18424e+06	6.79377e+06
Q9H814	Q9H814		PHAX		965038	2.02456e+06	1.15956e+06	1.37076e+06	1.27031e+06	924583	1.35876e+06	1.33585e+06
Q9H819	Q9H819		DNAJC18		94562		128027	139033		367031		439214
Q9H825	Q9H825		METTL8		4.48235e+06	3.03312e+06	3.36857e+06	2.50897e+06	5.21267e+06	3.30754e+06	4.47086e+06	5.0236e+06
Q9H832	Q9H832		UBE2Z		7.14926e+06	1.83439e+07	1.51761e+07	2.4558e+07	9.91672e+06	1.26867e+07	1.40381e+07	1.06162e+07
Q9H840	Q9H840		GEMIN7		2.72196e+06	2.05285e+06	2.49535e+06	1.96811e+06	2.23184e+06	1.89521e+06	2.17783e+06	1.75241e+06
Q9H845	Q9H845		ACAD9		6.95043e+07	7.16624e+07	5.56935e+07	5.07493e+07	8.61632e+07	8.13725e+07	7.51773e+07	1.02215e+08
Q9H857	Q9H857		NT5DC2		3.34214e+07	1.70055e+07	2.33252e+07	1.5964e+07	3.78603e+07	2.29222e+07	2.73508e+07	2.53089e+07
Q9H871	Q9H871		RMND5A		818252	1.09495e+06	989003	1.61746e+06	727289	1.17658e+06	1.01719e+06	1.41567e+06
Q9H8G2	Q9H8G2		CAAP1		640504	1.11096e+06	981764	995316	987796	626252	1.09384e+06	565180
Q9H8H0	Q9H8H0		NOL11		1.22742e+06	663685	921090	867491	761457	803316	1.12511e+06	1.29732e+06
Q9H8H2	Q9H8H2		DDX31		2.14904e+07	3.94865e+07	2.21283e+07	3.48616e+07	1.73784e+07	2.32518e+07	2.46851e+07	2.13266e+07
Q9H8K7	Q9H8K7		PAAT		3.00265e+06	2.55675e+06	2.3919e+06	2.42016e+06	2.72214e+06	2.50754e+06	2.49036e+06	2.24562e+06
Q9H8L6	Q9H8L6		MMRN2		3.59481e+06	3.53905e+06	3.04802e+06	6.1193e+06	2.11533e+06	4.20868e+06	2.46605e+06	2.62264e+06
Q9H8M1	Q9H8M1		COQ10B		2.94924e+06	2.47976e+06	2.4353e+06	1.49676e+06	4.56842e+06	2.97874e+06	2.8354e+06	2.89635e+06
Q9H8M5	Q9H8M5		CNNM2		2.82396e+06	3.05305e+06	3.37204e+06	2.60855e+06	2.8722e+06	3.69649e+06	2.89578e+06	3.18532e+06
Q9H8M7	Q9H8M7		MINDY3		4.43293e+06	4.44927e+06	4.24932e+06	4.06993e+06	3.6963e+06	3.53732e+06	4.41903e+06	3.56017e+06
Q9H8M9	Q9H8M9		EVA1A		2.53408e+07	1.78999e+07	1.78152e+07	1.02373e+07	1.95479e+07	1.47993e+07	1.47595e+07	1.71589e+07
Q9H8P0	Q9H8P0		SRD5A3		1.70378e+06	1.18695e+06	2.18972e+06	2.63571e+06	2.19826e+06	3.98625e+06	2.28428e+06	3.87259e+06
Q9H8T0	Q9H8T0		AKTIP		3.19397e+06	5.56195e+06	3.68419e+06	4.10967e+06	2.68496e+06	7.0915e+06	3.33864e+06	2.95731e+06
Q9H8V3	Q9H8V3		ECT2		1.82616e+06	2.54843e+06	3.0007e+06	3.85881e+06	1.53529e+06	2.67372e+06	2.00552e+06	1.82426e+06
Q9H8W4	Q9H8W4		PLEKHF2		1.35524e+07	1.35033e+07	1.24945e+07	1.53442e+07	1.32507e+07	1.26413e+07	1.41977e+07	1.24459e+07
Q9H8Y5	Q9H8Y5		ANKZF1		3.58263e+06	3.47883e+06	3.42903e+06	3.27143e+06	2.95874e+06	1.66883e+06	2.6409e+06	2.05532e+06
Q9H8Y8	Q9H8Y8		GORASP2		6.37303e+06	8.91038e+06	8.99703e+06	1.11975e+07	5.26703e+06	9.25951e+06	7.91909e+06	9.29713e+06
Q9H900	Q9H900		ZWILCH		793696	1.08496e+06	1.02047e+06	1.14877e+06	898330	1.01212e+06	858727	1.0286e+06
Q9H903	Q9H903		MTHFD2L		430891		318547	236293	442723			
Q9H910	Q9H910		JPT2		8.5092e+06	7.88808e+06	8.56061e+06	7.44081e+06	1.08811e+07	8.21937e+06	1.0681e+07	1.23862e+07
Q9H920	Q9H920		RNF121		3.08993e+06	3.91901e+06	3.29207e+06	3.87101e+06	4.71531e+06	4.87168e+06	3.54249e+06	4.54322e+06
Q9H936	Q9H936		SLC25A22		1.03711e+08	9.86768e+07	9.20722e+07	9.7967e+07	1.2991e+08	1.48172e+08	1.02824e+08	1.42573e+08
Q9H939	Q9H939		PSTPIP2		4.28747e+06	8.04355e+06	5.60286e+06	5.45098e+06	7.6484e+06	5.17294e+06	8.04885e+06	7.38157e+06
Q9H944	Q9H944		MED20		957889	2.09094e+06	1.54214e+06	2.7378e+06	1.52665e+06	1.86021e+06	2.14701e+06	2.10782e+06
Q9H967	Q9H967		WDR76			423582	290696	712024	342676	685842	370527	616267
Q9H974	Q9H974		QTRT2		2.048e+07	1.18281e+07	1.74774e+07	1.07984e+07	2.59838e+07	1.18711e+07	2.00157e+07	1.39398e+07
Q9H977	Q9H977		WDR54		1.26413e+06		1.06768e+06	1.23042e+06	1.29891e+06			1.05595e+06
Q9H993	Q9H993		ARMT1		3.1441e+06	2.91136e+06	2.77659e+06	2.7032e+06	2.20265e+06	2.90467e+06	2.89635e+06	3.02254e+06
Q9H999	Q9H999		PANK3		161643			224523		360985		328257
Q9H9A5	Q9H9A5		CNOT10		4.37329e+06	6.06885e+06	5.72605e+06	6.93585e+06	4.53735e+06	4.6204e+06	5.11902e+06	3.93897e+06
Q9H9A6	Q9H9A6		LRRC40		1.77876e+07	2.36073e+07	2.85658e+07	3.99497e+07	1.46572e+07	1.80386e+07	2.19164e+07	1.39175e+07
Q9H9B4	Q9H9B4		SFXN1		4.09796e+08	4.84071e+08	3.66881e+08	3.6633e+08	4.99899e+08	5.23206e+08	4.76446e+08	6.65745e+08
Q9H9C1	Q9H9C1		VIPAS39		4.9743e+06	6.36877e+06	6.06212e+06	6.83624e+06	5.07249e+06	5.2419e+06	5.19983e+06	5.18437e+06
Q9H9E3	Q9H9E3		COG4		5.87619e+06	6.05606e+06	6.93194e+06	8.7001e+06	5.56794e+06	5.36822e+06	5.38649e+06	4.39801e+06
Q9H9F9	Q9H9F9		ACTR5		3.02184e+06	4.55352e+06	4.02469e+06	4.36413e+06	3.3588e+06	3.20364e+06	4.62957e+06	2.65248e+06
Q9H9G7	Q9H9G7		AGO3		4.64715e+06	5.63709e+06	4.8532e+06	4.5726e+06	4.9098e+06	2.8881e+06	5.36422e+06	3.61281e+06
Q9H9H4	Q9H9H4		VPS37B		5.4235e+06	7.357e+06	6.64993e+06	7.78314e+06	5.08301e+06	5.74727e+06	6.27628e+06	5.96478e+06
Q9H9J2	Q9H9J2		MRPL44		4.76065e+07	3.67011e+07	3.94502e+07	2.4378e+07	6.45365e+07	4.03444e+07	5.49048e+07	5.53262e+07
Q9H9P8	Q9H9P8		L2HGDH		6.45888e+07	4.47882e+07	5.12945e+07	2.95697e+07	7.71549e+07	4.18915e+07	5.66305e+07	4.40966e+07
Q9H9Q2	Q9H9Q2		COPS7B		5.46105e+06	1.25271e+07	9.33041e+06	1.3669e+07	5.55197e+06	7.4672e+06	9.69753e+06	8.00986e+06
Q9H9Q4	Q9H9Q4		NHEJ1		3.97656e+06	7.327e+06	4.94512e+06	6.79546e+06	5.12072e+06	4.33035e+06	5.21879e+06	5.39168e+06
Q9H9S3	Q9H9S3		SEC61A2		3.18416e+06	2.63094e+06	3.65932e+06	3.77165e+06	2.60503e+06	4.78668e+06	3.37782e+06	4.05864e+06
Q9H9S5	Q9H9S5		FKRP		4.15469e+06	4.34598e+06	4.54878e+06	5.41495e+06	5.5513e+06	6.76788e+06	4.83532e+06	6.70796e+06
Q9H9T3	Q9H9T3		ELP3		4.60666e+06	8.57128e+06	6.62743e+06	8.17866e+06	4.80488e+06	4.94869e+06	6.9886e+06	5.97388e+06
Q9H9Y6	Q9H9Y6		POLR1B		5.35702e+06	8.62852e+06	6.33594e+06	1.01794e+07	5.94196e+06	6.13855e+06	6.40104e+06	5.96928e+06
Q9HA64	Q9HA64		FN3KRP		2.05335e+06	2.79722e+06	2.65082e+06	1.9862e+06	1.88224e+06	2.13121e+06	2.35201e+06	2.15716e+06
Q9HA65	Q9HA65		TBC1D17		2.81137e+06	4.52822e+06	2.79118e+06	3.83116e+06	3.23421e+06	2.33646e+06	3.20209e+06	2.9212e+06
Q9HA72	Q9HA72		CALHM2		3.25226e+06	2.45428e+06	2.79865e+06	3.60284e+06	1.95289e+06	4.34615e+06	1.99708e+06	3.03078e+06
Q9HA77	Q9HA77		CARS2		8.32284e+06	5.1391e+06	6.4381e+06	3.72184e+06	8.85082e+06	5.86866e+06	7.16205e+06	6.63575e+06
Q9HA82	Q9HA82		CERS4		2.80289e+06	3.09582e+06	2.80104e+06	3.15238e+06	3.65219e+06	3.16093e+06	2.85509e+06	2.78529e+06
Q9HA92	Q9HA92		RSAD1		5.64175e+06	5.18928e+06	5.32672e+06	3.40129e+06	9.12009e+06	3.93717e+06	7.82876e+06	6.23891e+06
Q9HAB3	Q9HAB3		SLC52A2		2.24762e+07	1.72875e+07	2.37995e+07	2.141e+07	2.48286e+07	3.17376e+07	2.12411e+07	2.67887e+07
Q9HAB8	Q9HAB8		PPCS		3.92078e+06	7.05716e+06	4.97385e+06	7.19683e+06	4.53661e+06	5.3284e+06	5.64831e+06	5.25169e+06
Q9HAC7	Q9HAC7		SUGCT		1.55073e+07	1.15787e+07	1.28577e+07	5.99044e+06	2.11617e+07	9.6501e+06	1.64144e+07	1.13612e+07
Q9HAC8	Q9HAC8		UBTD1		1.48627e+07	1.09304e+07	1.39769e+07	1.40032e+07	1.45615e+07	1.64013e+07	1.31164e+07	1.36966e+07
Q9HAD4	Q9HAD4		WDR41		4.79458e+06	5.21781e+06	4.96295e+06	5.2104e+06	5.7058e+06	4.79815e+06	5.44077e+06	4.79392e+06
Q9HAN9	Q9HAN9		NMNAT1		2.72211e+06	1.06062e+07	6.47635e+06	9.6336e+06	3.97744e+06	6.0912e+06	8.99896e+06	6.06654e+06
Q9HAS0	Q9HAS0		C17orf75		8.74088e+06	9.0747e+06	1.00669e+07	1.05636e+07	8.15122e+06	7.71586e+06	9.04489e+06	7.4383e+06
Q9HAT2	Q9HAT2		SIAE		7.7088e+06	4.13242e+06	5.67868e+06	3.1841e+06	1.07551e+07	5.05605e+06	8.55509e+06	6.22367e+06
Q9HAT8	Q9HAT8		PELI2		1.15758e+07	8.0663e+06	9.20453e+06	8.88229e+06	6.07735e+06	2.03926e+07	8.02264e+06	1.23129e+07
Q9HAU0	Q9HAU0		PLEKHA5		2.18782e+07	1.11724e+07	1.24113e+07	1.08242e+07	1.91392e+07	9.8875e+06	1.26836e+07	1.01964e+07
Q9HAU4	Q9HAU4		SMURF2		126123	186328			144550	147922	124203	139040
Q9HAU5	Q9HAU5		UPF2		7.6637e+06	9.55421e+06	8.97634e+06	9.88172e+06	6.95236e+06	6.77585e+06	9.11058e+06	6.57511e+06
Q9HAV0	Q9HAV0		GNB4		4.64229e+07	3.2902e+07	3.78194e+07	3.5952e+07	3.74206e+07	4.76967e+07	4.04132e+07	4.31302e+07
Q9HAV4	Q9HAV4		XPO5		3.68718e+06	7.47117e+06	6.67758e+06	1.35133e+07	5.12801e+06	5.9811e+06	5.04566e+06	5.28508e+06
Q9HAV7	Q9HAV7		GRPEL1		1.84051e+08	8.76939e+07	1.59754e+08	3.99655e+07	2.56603e+08	7.70112e+07	2.21875e+08	9.65755e+07
Q9HB07	Q9HB07		MYG1		8.0075e+06	9.24321e+06	7.50743e+06	4.83786e+06	8.83077e+06	5.85693e+06	1.03741e+07	8.20219e+06
Q9HB09	Q9HB09		BCL2L12		1.807e+06	1.5838e+06	2.3814e+06	2.3501e+06	1.98286e+06	6.39246e+06	2.4238e+06	6.24179e+06
Q9HB19	Q9HB19		PLEKHA2		599154	761566	633924	648680	663337		849610	950052
Q9HB20	Q9HB20		PLEKHA3		1.62769e+06	2.02975e+06	2.03826e+06	2.2127e+06	1.84691e+06	2.79875e+06	2.22376e+06	2.82106e+06
Q9HB21	Q9HB21		PLEKHA1		4.95379e+06	3.46849e+06	3.80478e+06	3.45384e+06	4.79051e+06	3.04235e+06	3.28467e+06	2.58759e+06
Q9HB29	Q9HB29		IL1RL2		3.33386e+06	1.79571e+06	2.25933e+06	1.568e+06	3.49621e+06	2.05547e+06	3.26414e+06	2.89047e+06
Q9HB40	Q9HB40		SCPEP1		1.59238e+07	9.04788e+06	2.2668e+07	9.71131e+06	1.53985e+07	1.54988e+07	3.1608e+07	1.57867e+07
Q9HB66	Q9HB66		MKKS		2.24898e+07	2.99733e+07	2.22257e+07	2.77964e+07	3.01841e+07	3.95759e+07	2.70072e+07	3.23084e+07
Q9HB71	Q9HB71		CACYBP		5.40208e+07	7.63035e+07	7.30958e+07	1.01219e+08	5.16654e+07	5.30766e+07	7.06068e+07	4.69301e+07
Q9HB90	Q9HB90		RRAGC		5.52614e+06	7.41434e+06	6.90702e+06	8.90935e+06	5.17728e+06	6.15974e+06	6.47912e+06	5.3206e+06
Q9HBA0	Q9HBA0		TRPV4		4.90492e+06	4.64017e+06	6.23443e+06	5.60113e+06	3.82078e+06	6.90059e+06	4.94327e+06	5.58191e+06
Q9HBE1	Q9HBE1		PATZ1		50604.3	256316	155542	391211	120986	94983.5	213310	67878
Q9HBF4	Q9HBF4		ZFYVE1		3.11522e+06	3.69237e+06	3.66809e+06	4.33903e+06	2.84868e+06	3.837e+06	3.73991e+06	3.25919e+06
Q9HBG6	Q9HBG6		IFT122		709962	1.39476e+06	987162	1.19429e+06	889340	829666	1.05821e+06	963244
Q9HBH0	Q9HBH0		RHOF		7.49202e+06	4.06709e+06	6.76438e+06	5.98705e+06	5.34401e+06	8.04891e+06	4.7057e+06	5.30712e+06
Q9HBH1	Q9HBH1		PDF		2.02303e+07	2.25746e+07	2.08834e+07	2.09718e+07	2.13114e+07	3.33924e+07	2.36806e+07	3.36255e+07
Q9HBH5	Q9HBH5		RDH14		2.93685e+07	3.17767e+07	3.11211e+07	2.83717e+07	3.16126e+07	3.78945e+07	3.04908e+07	3.49702e+07
Q9HBI0	Q9HBI0		PARVG		866492				210751		391674	
Q9HBI1	Q9HBI1		PARVB		6.26248e+06	2.9381e+06	4.21065e+06	4.82431e+06	6.88501e+06	3.7997e+06	4.03028e+06	3.88511e+06
Q9HBL0	Q9HBL0		TNS1		2.17618e+06	1.59563e+06	2.16764e+06	2.51838e+06	1.70392e+06	3.22995e+06	1.67509e+06	1.81907e+06
Q9HBL7	Q9HBL7		PLGRKT		3.75585e+07	5.52638e+07	3.1686e+07	3.46789e+07	5.64299e+07	3.76983e+07	4.96254e+07	5.95394e+07
Q9HBM0	Q9HBM0		VEZT		2.77755e+06	3.00371e+06	3.45766e+06	3.28076e+06	3.07174e+06	4.67243e+06	3.99475e+06	4.67662e+06
Q9HBM1	Q9HBM1		SPC25		4.43455e+06	6.42825e+06	6.46696e+06	7.96661e+06	3.79378e+06	7.31862e+06	6.96092e+06	6.45065e+06
Q9HBM6	Q9HBM6		TAF9B		649450	1.92276e+06	1.19533e+06	2.2937e+06	1.00829e+06	1.05894e+06	1.30163e+06	840621
